Company Name,Job Title / Department (Aug 16-29 where public),Location / Vacancy Info,Walk-in or Direct Vacancy,Official / Public Apply or Contact Source,Public Recruitment / Careers Email,Public Phone,Eligibility / Salary,Two-Year QA Tablet Profile Match,Research Note
Shreya Life Sciences Pvt. Ltd.,Not publicly verified,See cited source(s); not every company had a current vacancy,See source; Not publicly verified where no role/date was found,https://www.pharmatutor.org/pharma-jobs/vacancies/mar11/walk-in-sales-vacancies-shreya-lifesciences,hrd@shreya.co.in,022 66938222 / 42220222 / 42220200 (Corporate/HR contact via https://www.shreya.co.in/contacs.html),Not publicly stated,Review date/role above; not automatically inferred,Source-cited public contact directory. Reconfirm current vacancy directly with company before applying.
Siflon Drugs & Pharmaceuticals Pvt. Ltd.,Production & R&D Walk-In Interview on 16th August 2026 at Siflon Pharma Pvt. Ltd. Unit II (Source: https://www.instagram.com/p/DbvWRC_IZNE/),See cited source(s); not every company had a current vacancy,See source; Not publicly verified where no role/date was found,https://siflonpharma.com/,hr@siflonpharma.com,7799453235 (Source: https://pharmabharat.com/siflon-pharma-is-hiring-freshers-experienced-for-production-rd-jobs/),Not publicly stated,Review date/role above; not automatically inferred,Source-cited public contact directory. Reconfirm current vacancy directly with company before applying.
Sigma Laboratories Ltd.,Not publicly verified,See cited source(s); not every company had a current vacancy,See source; Not publicly verified where no role/date was found,https://sigmalab.in/career.html,careers@sigmalab.in,Not publicly verified,Not publicly stated,Review date/role above; not automatically inferred,Source-cited public contact directory. Reconfirm current vacancy directly with company before applying.
Simson Pharma Ltd.,Not publicly verified,See cited source(s); not every company had a current vacancy,See source; Not publicly verified where no role/date was found,https://www.simsonpharma.com/careers,corporatehr@simsonpharma.com,+91 7700966995 / +91 8291459580,Not publicly stated,Review date/role above; not automatically inferred,Source-cited public contact directory. Reconfirm current vacancy directly with company before applying.
Sri Krishna Pharmaceuticals Ltd.,"Walk-in Interview scheduled for August 18, 19, 20, and 21, 2026 at Sri Krishna Pharmaceuticals Ltd., A-35, IDA Nacharam, Hyderabad - 500 076 (Source: https://pharmacareer.in/sri-krishna-pharmaceuticals-ltd-walk-in-on-august-18-19-20-and-21-2026/)",See cited source(s); not every company had a current vacancy,See source; Not publicly verified where no role/date was found,https://www.srikrishnapharma.com/careers/,hrd@srikrishnapharma.com; jayakishore.gollapalli@srikrishnapharma.com,+91-40-2720 1101/02 (https://www.srikrishnapharma.com/careers/); WhatsApp: 7093161075 (https://pharmacareer.in/sri-krishna-pharmaceuticals-ltd-walk-in-on-august-18-19-20-and-21-2026/),Not publicly stated,Review date/role above; not automatically inferred,Source-cited public contact directory. Reconfirm current vacancy directly with company before applying.
Srikrishna Pharmaceuticals Ltd.,Not publicly verified,See cited source(s); not every company had a current vacancy,See source; Not publicly verified where no role/date was found,https://www.srikrishnapharma.com/careers/,hrd@srikrishnapharma.com,+91-40-2720 1101/02 - https://www.srikrishnapharma.com/careers/,"1–6 Years; ₹25,000–₹60,000 per month - https://pharmabharat.com/sri-krishna-pharmaceuticals-is-hiring-for-quality-control-api/",Review date/role above; not automatically inferred,Source-cited public contact directory. Reconfirm current vacancy directly with company before applying.
Strava Healthcare Pvt. Ltd.,Not publicly verified,See cited source(s); not every company had a current vacancy,See source; Not publicly verified where no role/date was found,https://stravahealthcare.com/career/ ; https://in.linkedin.com/company/strava-healthcare,corp.hr@stravahealthcare.com; hrd@stravahealthcare.com,"+91 76238 30023, +91 9512660923 - https://stravahealthcare.com/career/",Experience: 1–3 Years (Officer) / 4–6 Years (Executive); Qualification: B.Pharm / M.Sc. for QA and Production roles; Salary/CTC: Not publicly stated,Review date/role above; not automatically inferred,Source-cited public contact directory. Reconfirm current vacancy directly with company before applying.
Strides Pharma Science Ltd.,Not publicly verified,See cited source(s); not every company had a current vacancy,See source; Not publicly verified where no role/date was found,https://www.allpharmacyjobs.in/pharmacy-jobs-vacancy-hiring-for-quality-control-executive-strides-pharma/,hr@strides.com,Not publicly verified,1-3 Years experience; Salary/CTC not publicly stated,Review date/role above; not automatically inferred,Source-cited public contact directory. Reconfirm current vacancy directly with company before applying.
Sudeep Pharma Pvt. Ltd.,Not publicly verified,See cited source(s); not every company had a current vacancy,See source; Not publicly verified where no role/date was found,https://www.sudeeppharma.com/jobs/manager-production/,career@sudeepgroup.com,Not publicly verified,Not publicly stated,Review date/role above; not automatically inferred,Source-cited public contact directory. Reconfirm current vacancy directly with company before applying.
Sun Pharmaceutical Industries Ltd.,"Walk-in drive on 16 August 2026 for OSD Production, Non-OSD Production, Warehouse, Engineering, Quality Control (QC), and Quality Assurance (QA) departments at Eco Paradise and Resort, Mining Ground, Rangpo, Sikkim (conducted by Sun Pharma Guwahati).",See cited source(s); not every company had a current vacancy,See source; Not publicly verified where no role/date was found,https://careers.sunpharma.com/job/Walk-in-interview-at-Bharuch-on-090826/58463244/ ; https://pharmabharat.org/freshers-needed-in-qa-qc-store-engineering-at-sun-pharmaceutical-industries-ltd/ ; https://sunpharma.com/contact/ ; https://pharmabharat.com/sun-pharma-is-hiring-freshers-experienced-for-osd-production-warehouse-engineering-qc-and-qa/,recruitment.dadra@sunpharma.com; akash.gogoi@sunpharma.com,+91 8473959757 (https://pharmabharat.com/sun-pharma-is-hiring-freshers-experienced-for-osd-production-warehouse-engineering-qc-and-qa/),"Experience: 0-5 years (Apprentice/Technician) to 4-8 years (Officer/Sr. Officer/Executive in OSD Manufacturing, Packing & QC). Qualification: B.Pharm, M.Pharm, B.Sc, M.Sc, ITI, Diploma. Salary/CTC: Not publicly stated || Experience: Freshers & Experienced (2–15 years); Salary: Not publicly stated",Review date/role above; not automatically inferred,Source-cited public contact directory. Reconfirm current vacancy directly with company before applying.
Sundyota Numandis Pharmaceuticals,Not publicly verified,See cited source(s); not every company had a current vacancy,See source; Not publicly verified where no role/date was found,https://sundyotanumandis.com/contact-us/ ; https://www.naukri.com/job-listings-ipqa-officer-sundyota-numandis-pharmaceuticals-ahmedabad-1-to-2-years-290726021150,Not publicly verified,Not publicly verified,"Experience: 1-2 years for IPQA Officer role; Qualification: B.Pharm / M.Pharm; Salary/CTC: Not publicly stated || Eligibility: 1–5 years experience required across various technical and production roles (Formulation Development, Production, QA, QMS); Salary/CTC: Not publicly stated",Review date/role above; not automatically inferred,Source-cited public contact directory. Reconfirm current vacancy directly with company before applying.
Swiss Parenterals Ltd.,Not publicly verified,See cited source(s); not every company had a current vacancy,See source; Not publicly verified where no role/date was found,https://www.pharmatutor.org/content/april-2026/swiss-parenterals-hiring-for-quality-assurance-department,hr1@swiss.in; recruitment@swiss.in,"+91-9099048661, +91-6352978952 (explicit recruitment/WhatsApp numbers from hiring notices)",Not publicly stated,Review date/role above; not automatically inferred,Source-cited public contact directory. Reconfirm current vacancy directly with company before applying.
Synokem Pharmaceuticals Ltd.,Not publicly verified,See cited source(s); not every company had a current vacancy,See source; Not publicly verified where no role/date was found,https://www.synokempharma.com/career,career@synokempharma.com,Not publicly verified,Not publicly stated,Review date/role above; not automatically inferred,Source-cited public contact directory. Reconfirm current vacancy directly with company before applying.
SynZeal Research Pvt. Ltd.,"Executive - QC Walk-in Interview on 17 August 2026 at SynZeal Research Park, Rajoda, Bavla, Ahmedabad",See cited source(s); not every company had a current vacancy,See source; Not publicly verified where no role/date was found,https://www.synzeal.com/en/career,recruitment@synzeal.com,+91-7969-225-400 (Source: https://www.synzeal.com/en/career),Not publicly stated,Review date/role above; not automatically inferred,Source-cited public contact directory. Reconfirm current vacancy directly with company before applying.
Taro Pharmaceuticals India Pvt. Ltd.,Not publicly verified,See cited source(s); not every company had a current vacancy,See source; Not publicly verified where no role/date was found,Not publicly verified,Not publicly verified,Not publicly verified,Not publicly stated,Review date/role above; not automatically inferred,Source-cited public contact directory. Reconfirm current vacancy directly with company before applying.
Taru Therapeutics Pvt. Ltd.,Not publicly verified,See cited source(s); not every company had a current vacancy,See source; Not publicly verified where no role/date was found,Not publicly verified,Not publicly verified,Not publicly verified,Not publicly stated,Review date/role above; not automatically inferred,Source-cited public contact directory. Reconfirm current vacancy directly with company before applying.
Teva India Pvt. Ltd.,Not publicly verified,See cited source(s); not every company had a current vacancy,See source; Not publicly verified where no role/date was found,Not publicly verified,Not publicly verified,Not publicly verified,Not publicly stated,Review date/role above; not automatically inferred,Source-cited public contact directory. Reconfirm current vacancy directly with company before applying.
Themis Medicare Ltd.,Not publicly verified,See cited source(s); not every company had a current vacancy,See source; Not publicly verified where no role/date was found,https://in.linkedin.com/company/themismedicare,hr@themismedicare.com,+91.22.67607080,Not publicly stated,Review date/role above; not automatically inferred,Source-cited public contact directory. Reconfirm current vacancy directly with company before applying.
Theon Pharmaceuticals Ltd.,Not publicly verified,See cited source(s); not every company had a current vacancy,See source; Not publicly verified where no role/date was found,https://www.linkedin.com/posts/theon-pharmaceuticals-ltd_hiring-hrjobs-seniorexecutive-activity-7483823785154928640-9N1v,corporateoffice@theonpharma.com,"0172-5210200, 0172-5210228 (Source: https://www.theonpharma.com/careers/)",Not publicly stated,Review date/role above; not automatically inferred,Source-cited public contact directory. Reconfirm current vacancy directly with company before applying.
Titan Laboratories Pvt. Ltd.,"Walk-in interview on 16 August 2026 for Formulation Production, Quality Assurance (QA), Quality Control (QC), and Engineering at Suba Elite Hotel, Vadodara, Gujarat",See cited source(s); not every company had a current vacancy,See source; Not publicly verified where no role/date was found,https://titan-lab.com/career.php,careers@titanpharma.com,+91-22-67857000 (Corporate Office) / Walk-in: 8655355868,Not publicly stated,Review date/role above; not automatically inferred,Source-cited public contact directory. Reconfirm current vacancy directly with company before applying.
Torrent Pharmaceuticals Ltd.,"QA, Production, and OSD Manufacturing roles via walk-in interviews on 2nd August 2026 and 9th August 2026 in Gujarat (Sanand and Bharuch plants)",See cited source(s); not every company had a current vacancy,See source; Not publicly verified where no role/date was found,https://www.torrentpharma.com/careers/join-us/ ; https://www.torrentpharma.com/contact-us/corporate-office/ ; https://www.instagram.com/reel/DbXX3hFS40t/ ; https://www.linkedin.com/posts/torrent-pharmaceuticals-ltd_to-be-a-part-of-torrent-pharma-email-us-your-activity-6244026107180474368-bthF,hr@torrentpharma.com; hrindrad@torrentpharma.com,+91 79-26599000 (https://www.torrentpharma.com/careers/join-us/),"Experience: 1–5 years / 2–6 years; Qualification: B.Pharm, M.Pharm, M.Sc, Diploma; Salary/CTC: Not publicly stated",Review date/role above; not automatically inferred,Source-cited public contact directory. Reconfirm current vacancy directly with company before applying.
Troikaa Pharmaceuticals Ltd.,Quality Control / Analytical / Packing positions walk-in interview on 23 August 2026,See cited source(s); not every company had a current vacancy,See source; Not publicly verified where no role/date was found,https://www.troikaa.com/careers/,recruitment@troikaapharma.com,Not publicly verified,Not publicly stated,Review date/role above; not automatically inferred,Source-cited public contact directory. Reconfirm current vacancy directly with company before applying.
Umedica Laboratories Ltd.,Not publicly verified,See cited source(s); not every company had a current vacancy,See source; Not publicly verified where no role/date was found,https://www.umedicalabs.com/contact.html ; https://jobpinch.com/umedica-laboratories-walk-in-interview-2026/ ; https://www.umedicalabs.com/careers.html,career@umedicalabs.com; hrd@umedicalabs.com,+91 260 2401844 - https://www.umedicalabs.com/contact.html,"Experience: 2-5 Years; Qualification: ITI, Diploma, B.Sc, M.Sc, B.Pharm, M.Pharm, B.E.; Salary: Not publicly stated || Experience: 2 to 7 Years; Salary: As Per Company Norms",Review date/role above; not automatically inferred,Source-cited public contact directory. Reconfirm current vacancy directly with company before applying.
Unichem Laboratories Ltd.,"Quality Assurance (QA), Quality Control (QC), Production, and Materials (Officer, Sr. Officer, Technician positions) walk-in interview drive on August 23, 2026 at Grace Majestic, Margao, Goa.",See cited source(s); not every company had a current vacancy,See source; Not publicly verified where no role/date was found,https://www.jobavailables.com/2026/08/unichem-laboratories-walk-in-interview.html,hrgoa@unichemlabs.com,Not publicly verified,1 to 3 years experience required; salary/CTC not publicly stated.,Review date/role above; not automatically inferred,Source-cited public contact directory. Reconfirm current vacancy directly with company before applying.
Unijules Life Sciences Ltd.,Not publicly verified,See cited source(s); not every company had a current vacancy,See source; Not publicly verified where no role/date was found,https://www.unijules.com/carrers.php,hrd@unijules.com,Not publicly verified,Not publicly stated,Review date/role above; not automatically inferred,Source-cited public contact directory. Reconfirm current vacancy directly with company before applying.
Unison Pharmaceuticals Pvt. Ltd.,Not publicly verified,See cited source(s); not every company had a current vacancy,See source; Not publicly verified where no role/date was found,https://pharmabharat.com/unison-pharma-walk-in-interview-for-quality-control-jobs/,careers@unisonpharmaceuticals.com,Not publicly verified,Not publicly stated,Review date/role above; not automatically inferred,Source-cited public contact directory. Reconfirm current vacancy directly with company before applying.
Universal Medicap Ltd.,Not publicly verified,See cited source(s); not every company had a current vacancy,See source; Not publicly verified where no role/date was found,https://www.universalmedicap.com/contact/ ; https://www.universalmedicap.com/careers/,info@umlindia.com,"+91-265-2243055, +91-265-2240004, +91-265-2240230, +91 9978951002 - https://www.universalmedicap.com/contact/",Not publicly stated,Review date/role above; not automatically inferred,Source-cited public contact directory. Reconfirm current vacancy directly with company before applying.
USV Private Ltd.,Not publicly verified,See cited source(s); not every company had a current vacancy,See source; Not publicly verified where no role/date was found,https://www.usvindia.com/contact-us,hrd@usv.in,Not publicly verified,Not publicly stated,Review date/role above; not automatically inferred,Source-cited public contact directory. Reconfirm current vacancy directly with company before applying.
Vapi Care Pharma Pvt. Ltd.,Not publicly verified,See cited source(s); not every company had a current vacancy,See source; Not publicly verified where no role/date was found,Not publicly verified,Not publicly verified,Not publicly verified,Not publicly stated,Review date/role above; not automatically inferred,Source-cited public contact directory. Reconfirm current vacancy directly with company before applying.
Varenyam Bio Lifesciences Pvt. Ltd.,Not publicly verified,See cited source(s); not every company had a current vacancy,See source; Not publicly verified where no role/date was found,Not publicly verified,Not publicly verified,Not publicly verified,Not publicly stated,Review date/role above; not automatically inferred,Source-cited public contact directory. Reconfirm current vacancy directly with company before applying.
Varenyam Healthcare Pvt. Ltd.,Not publicly verified,See cited source(s); not every company had a current vacancy,See source; Not publicly verified where no role/date was found,https://www.varenyamhc.com/career/,connect@varenyamhc.com,+91 9909928395,Not publicly stated,Review date/role above; not automatically inferred,Source-cited public contact directory. Reconfirm current vacancy directly with company before applying.
Vasu Healthcare Pvt. Ltd.,Not publicly verified,See cited source(s); not every company had a current vacancy,See source; Not publicly verified where no role/date was found,https://www.vasuhealthcare.com/contact-us-2/ ; https://www.vasuhealthcare.com/career-at-vasu/,info@vasuhealthcare.com,+91-0265-6131300 (Source: https://www.vasuhealthcare.com/contact-us-2/),Experience: 2-5 years for Quality Assurance and 2-7 years for Manufacturing roles; Salary: Not publicly stated,Review date/role above; not automatically inferred,Source-cited public contact directory. Reconfirm current vacancy directly with company before applying.
Venus Pharma GmbH India,Not publicly verified,See cited source(s); not every company had a current vacancy,See source; Not publicly verified where no role/date was found,https://venusremedies.com/blog/we-are-hiring,career@venusremedies.com; recruitment@venusremedies.com,Not publicly verified,Not publicly stated,Review date/role above; not automatically inferred,Source-cited public contact directory. Reconfirm current vacancy directly with company before applying.
Venus Remedies Ltd.,Not publicly verified,See cited source(s); not every company had a current vacancy,See source; Not publicly verified where no role/date was found,https://venusremedies.com/blog/we-are-hiring,career@venusremedies.com; recruitment@venusremedies.com,Not publicly verified,Not publicly stated,Review date/role above; not automatically inferred,Source-cited public contact directory. Reconfirm current vacancy directly with company before applying.
VHB Life Sciences Ltd.,Not publicly verified,See cited source(s); not every company had a current vacancy,See source; Not publicly verified where no role/date was found,https://pharmabharat.com/vhb-medi-sciences-hiring-for-freshers-in-production-qa-qc-micro/,nisha.ram@vhbgroup.com,Not publicly verified,Not publicly stated,Review date/role above; not automatically inferred,Source-cited public contact directory. Reconfirm current vacancy directly with company before applying.
Viatris Healthcare Ltd.,Not publicly verified,See cited source(s); not every company had a current vacancy,See source; Not publicly verified where no role/date was found,https://www.viatris.com/en/newsroom/contact-us,hrservicecenter@viatris.com,Not publicly verified,Not publicly stated,Review date/role above; not automatically inferred,Source-cited public contact directory. Reconfirm current vacancy directly with company before applying.
Vimal Life Sciences Pvt. Ltd.,Not publicly verified,See cited source(s); not every company had a current vacancy,See source; Not publicly verified where no role/date was found,https://www.vimallifesciences.com/contact-us/,careers@vimallifesciences.com,+91 22 4355 1100 (Source: https://www.vimallifesciences.com/contact-us/),Not publicly stated,Review date/role above; not automatically inferred,Source-cited public contact directory. Reconfirm current vacancy directly with company before applying.
Vital Therapeutics & Formulations Pvt. Ltd.,"Walk-in interviews / recruitment drive on August 18th–19th, 2026 for production, OSD manufacturing, and technical roles at Secunderabad facility.",See cited source(s); not every company had a current vacancy,See source; Not publicly verified where no role/date was found,https://pharmajobalert.in/walk-in-on-august-18th-19th-2026-itidiplomabscb-commbab-pharmmpharmb-tech-at-vital-therapeutics-and-formulations-pvt-ltd/,hr@vitalpharma.in,+91 9666 977 644 (https://pharmajobalert.in/walk-in-on-august-18th-19th-2026-itidiplomabscb-commbab-pharmmpharmb-tech-at-vital-therapeutics-and-formulations-pvt-ltd/),Experience: 1–7 years; Salary/CTC: Not publicly stated.,Review date/role above; not automatically inferred,Source-cited public contact directory. Reconfirm current vacancy directly with company before applying.
Vivid Lifesciences Pvt. Ltd.,Not publicly verified,See cited source(s); not every company had a current vacancy,See source; Not publicly verified where no role/date was found,Not publicly verified,Not publicly verified,Not publicly verified,Not publicly stated,Review date/role above; not automatically inferred,Source-cited public contact directory. Reconfirm current vacancy directly with company before applying.
Wanbury Ltd.,Not publicly verified,See cited source(s); not every company had a current vacancy,See source; Not publicly verified where no role/date was found,Not publicly verified,Not publicly verified,Not publicly verified,Not publicly stated,Review date/role above; not automatically inferred,Source-cited public contact directory. Reconfirm current vacancy directly with company before applying.
West-Coast Pharmaceutical Works Ltd.,"Walk-In Interview on 18 August 2026 for Production (OSD), Quality Assurance (IPQA & QMS), and Quality Control at Gota, Ahmedabad",See cited source(s); not every company had a current vacancy,See source; Not publicly verified where no role/date was found,https://pharmastuff.org/job/west-coast-pharmaceutical-works-production-qa-qc-recruitment ; https://www.instagram.com/reel/DbpMRrDshiW/ ; https://in.linkedin.com/company/west-coast-pharmaceuticals-works-limited,hrdho@westcoastin.com,+91 98751 70543 (Source: https://pharmastuff.org/job/west-coast-pharmaceutical-works-production-qa-qc-recruitment),"B.Pharm, M.Sc, M.Pharm, ITI with 0–8 years experience (Freshers & Experienced eligible); Salary/CTC not publicly stated",Review date/role above; not automatically inferred,Source-cited public contact directory. Reconfirm current vacancy directly with company before applying.
Windlas Biotech Ltd.,Not publicly verified,See cited source(s); not every company had a current vacancy,See source; Not publicly verified where no role/date was found,https://jobpinch.com/windlas-biotech-jobs-2026/,hr@windlasbiotech.com,+91 8006566294,Not publicly stated,Review date/role above; not automatically inferred,Source-cited public contact directory. Reconfirm current vacancy directly with company before applying.
Wintac Ltd.,Not publicly verified,See cited source(s); not every company had a current vacancy,See source; Not publicly verified where no role/date was found,https://somersetlimited.com/career/,hr@somersetlimited.com,Not publicly verified,Not publicly stated,Review date/role above; not automatically inferred,Source-cited public contact directory. Reconfirm current vacancy directly with company before applying.
Wockhardt Ltd.,Not publicly verified,See cited source(s); not every company had a current vacancy,See source; Not publicly verified where no role/date was found,https://www.wockhardt.com/careers/careerwockhardt/,career@wockhardt.com,0260-7126500 / 9173800427 | https://pharmajobalert.in/wockhardt-walk-in-on-12th-july-2026-for-multiple-positions/,Not publicly stated,Review date/role above; not automatically inferred,Source-cited public contact directory. Reconfirm current vacancy directly with company before applying.
Wyzax Laboratories Pvt. Ltd.,Not publicly verified,See cited source(s); not every company had a current vacancy,See source; Not publicly verified where no role/date was found,Not publicly verified,Not publicly verified,Not publicly verified,Not publicly stated,Review date/role above; not automatically inferred,Source-cited public contact directory. Reconfirm current vacancy directly with company before applying.
Yash Pharma Laboratories Pvt. Ltd.,Not publicly verified,See cited source(s); not every company had a current vacancy,See source; Not publicly verified where no role/date was found,https://pharmabharat.org/yash-pharma-laboratories-hiring-for-regulatory-affairs-executive/,regulatory2@yashpharma.com,Not publicly verified,Not publicly stated,Review date/role above; not automatically inferred,Source-cited public contact directory. Reconfirm current vacancy directly with company before applying.
Yashoda Hospitals Pharma Division,Not publicly verified,See cited source(s); not every company had a current vacancy,See source; Not publicly verified where no role/date was found,https://www.instagram.com/reel/DTAYN_8j5my/,recruitment@yashodamail.com,9703321354,Not publicly stated,Review date/role above; not automatically inferred,Source-cited public contact directory. Reconfirm current vacancy directly with company before applying.
Zandu Pharmaceutical Works Ltd.,Not publicly verified,See cited source(s); not every company had a current vacancy,See source; Not publicly verified where no role/date was found,Not publicly verified,Not publicly verified,Not publicly verified,Not publicly stated,Review date/role above; not automatically inferred,Source-cited public contact directory. Reconfirm current vacancy directly with company before applying.
Zenara Pharma Pvt. Ltd.,Not publicly verified,See cited source(s); not every company had a current vacancy,See source; Not publicly verified where no role/date was found,https://www.instagram.com/reel/Db-Ryiootld/,hrd@zenara.com,"+91-7337363325, https://www.instagram.com/reel/Db-Ryiootld/",Quality Assurance: 2–10 years experience; Salary/CTC: Not publicly stated,Review date/role above; not automatically inferred,Source-cited public contact directory. Reconfirm current vacancy directly with company before applying.
Zenlabs Ethica Ltd.,Not publicly verified,See cited source(s); not every company had a current vacancy,See source; Not publicly verified where no role/date was found,Not publicly verified,Not publicly verified,Not publicly verified,Not publicly stated,Review date/role above; not automatically inferred,Source-cited public contact directory. Reconfirm current vacancy directly with company before applying.
Zenotech Laboratories Ltd.,Not publicly verified,See cited source(s); not every company had a current vacancy,See source; Not publicly verified where no role/date was found,https://pharmawisdom.co.in/zenotech-laboratories-walk-in-on-6th-7th-8th-aug-2026/,hr1@zenotech.co.in,7995333775 (WhatsApp Queries),Not publicly stated,Review date/role above; not automatically inferred,Source-cited public contact directory. Reconfirm current vacancy directly with company before applying.
Zota Healthcare Ltd.,Not publicly verified,See cited source(s); not every company had a current vacancy,See source; Not publicly verified where no role/date was found,https://in.linkedin.com/jobs/view/marketing-strategy-manager-exports-at-zota-healthcare-limited-4435637643,Not publicly verified,+91 9227725324 (https://in.joblum.com/job/retail-pharmacist/6713130),Not publicly stated,Review date/role above; not automatically inferred,Source-cited public contact directory. Reconfirm current vacancy directly with company before applying.
Zuventus Healthcare Ltd.,Not publicly verified,See cited source(s); not every company had a current vacancy,See source; Not publicly verified where no role/date was found,https://zuventuscareers.peoplestrong.com/job/detail/ZUV_-E-HR_982330,hr.plant@zuventus.com,Not publicly verified,Not publicly stated,Review date/role above; not automatically inferred,Source-cited public contact directory. Reconfirm current vacancy directly with company before applying.
Zydus Lifesciences Ltd.,"Production Department Walk-In Interview on 22 August 2026 at Zydus Lifesciences Limited, Unit 1, Plot No. 291, GIDC Industrial Estate, Ankleshwar, Gujarat || Zydus Lifesciences Limited Walk-In Interview on 19th August 2026 for Production (Trainee Officer, Officer, Executive, Sr. Executive, Apprentice) at API Plant, Ankleshwar Unit-1, Gujarat (Source: https://pharmawisdom.co.in/zydus-lifesciences-walk-in-interviews-for-freshers-experienced-in-production-engineering-departments-on-19th-aug-2026/)",See cited source(s); not every company had a current vacancy,See source; Not publicly verified where no role/date was found,https://pharmakey.medipdf.in/zydus-pharma-jobs/,Not publicly verified,Not publicly verified,BSc Chemistry / Diploma Chemical for freshers (2025-2026 batches); BSc/MSc Chemistry / Diploma/BE Chemical with 2 to 7 years of experience for Executive / Senior Executive; Salary: Not publicly stated,Review date/role above; not automatically inferred,Source-cited public contact directory. Reconfirm current vacancy directly with company before applying.
Zydus Wellness Products Ltd.,"Production, OSD Packing, Engineering, and Plant Operator / Technical Assistant walk-in interview on August 22–23, 2026 at Zydus Lifesciences / Zydus Healthcare (Source: https://pharmacareer.in/zydus-lifesciences-ltd-walk-in-interview-saturday-august-22-2026-freshers-experience/)",See cited source(s); not every company had a current vacancy,See source; Not publicly verified where no role/date was found,Not publicly verified,Not publicly verified,Not publicly verified,Not publicly stated,Review date/role above; not automatically inferred,Source-cited public contact directory. Reconfirm current vacancy directly with company before applying.
